math,eng,ukr,privilege,rating,prediction_prob
193.64672613992423,190.79219317106364,171.99410506612327,0,186.29457992712577,1.0
193.9720277959198,166.28532657827108,196.0361187080238,0,186.28524470425637,1.0
193.86163451819218,184.64136334543946,177.67038827318393,0,186.2381792928639,1.0
191.61760650370542,183.85189683661054,181.2019829411731,0,186.16320653481725,1.0
179.15939902050602,192.18304992662107,189.4123667846862,0,186.1423846215946,1.0
183.72231555102405,194.22895678265144,181.12377056664045,0,186.09474442519718,1.0
187.45275943143372,179.70810561330904,190.1646323061428,0,185.94292514840905,1.0
192.09407773960947,174.37519771403316,189.16068573219795,0,185.89839612971312,1.0
191.26987723682254,171.22855311098397,193.22254071885345,0,185.84327904368024,1.0
183.01716987962462,185.8914109682836,189.52669324820678,0,185.83229921679694,1.0
179.01769589515501,190.82711129521056,189.88104538568479,0,185.8195253623306,1.0
182.0347395539334,190.35073309380954,186.3224764010704,0,185.81585867003736,1.0
188.03357187960117,197.65584068346647,171.00269188998203,0,185.81098852387498,1.0
190.66156858571276,187.43950818604415,177.69999762378333,0,185.80647917723337,1.0
184.92812934870142,174.63647109413932,198.12980117774606,0,185.8011334210462,1.0
190.50289092708573,177.9580907735644,187.20172465966667,0,185.74910100080362,1.0
176.34414146123973,187.31726797603315,196.71284530568917,0,185.74669056901257,1.0
183.93606904957983,184.61651212905088,189.16570355117267,0,185.70909232389897,1.0
190.18504357055704,190.2551192401291,174.98990018715332,0,185.6475232564075,1.0
191.4482835761778,195.39086115191526,168.09190740804698,0,185.62414399845977,1.0
197.9427183296091,180.79155256896652,173.99091162155545,0,185.61182658900023,1.0
191.66306814190426,180.97321820362527,182.07319690024323,0,185.57915178792226,1.0
194.92748107367342,172.25768844771952,186.40631840584558,0,185.5701944855389,1.0
182.42860043274501,184.7969067937768,190.50843793523285,0,185.5630435918009,1.0
193.3400636668814,187.07889784878427,173.4015286895147,0,185.48015342824226,1.0
191.15584992927936,172.8775229453844,190.03897214007532,0,185.33728849734965,1.0
195.47159508843072,187.73430735670834,169.3488537457283,0,185.31358636610327,1.0
181.95347730105044,181.68743148495687,193.2310775724655,0,185.25694363764688,1.0
183.76845077553844,192.39449043879745,179.9812998213755,0,185.22011738826725,1.0
187.67143833546598,175.486370433679,191.66947494982426,0,185.21532894923737,1.0
187.87116323565127,189.30465229715634,177.25639086313143,0,185.11677824234684,1.0
177.48622089296637,186.7222304737514,193.504527176686,0,185.06251565231776,1.0
180.51136555415644,181.29621605063727,194.7044924376469,0,185.00475876814784,1.0
190.03584122531456,193.08483053271598,170.2005735870936,0,184.99995772606871,1.0
171.83598511842874,191.1645516719198,196.23999423910294,0,184.95575782067831,1.0
196.4658377667861,179.8227534771213,174.67036852121657,0,184.93427170621578,0.99999994
188.7640035168519,190.77965520998197,173.91725792897512,0,184.91467534842786,1.0
177.66934827769333,192.3126646367918,186.76239029300157,0,184.79025579001535,1.0
192.4069529280488,179.65825837606764,179.75726053326133,0,184.7874368440182,1.0
191.47489964459533,172.1457478380149,188.221894759929,0,184.7002526372213,0.9999999
174.8599700927481,185.59286507219883,196.9107334085776,0,184.69506758133218,1.0
192.37832520092556,170.24556989412656,188.6258131065987,0,184.61274498058782,0.9999999
193.79012889051393,184.68366905132578,172.26709199187096,0,184.6012798691646,0.9999999
191.76649557254962,198.84551374699248,160.48806191912513,0,184.5066709288551,0.9999999
176.7123928360107,192.56091650161963,186.50031992808368,0,184.40332806331529,0.99999994
191.12325029223533,178.52096897728578,181.2452099136496,0,184.37915378417475,0.9999999
186.42830900597528,175.68278783955242,190.30156822399604,0,184.36663042145466,0.9999998
186.91983441348944,179.56847506036115,185.6926603092892,0,184.3462743762909,0.9999999
186.08164429719375,178.96296831489366,187.27387657289853,0,184.30371118521515,0.9999998
191.51588151842225,187.66232881840804,171.22805703570765,0,184.27346836360363,0.9999998
186.82319491345652,180.65078848110247,184.49504338823718,0,184.27302752618448,0.9999999
177.1769923452922,189.10555779976843,188.88467455803348,0,184.26786664545747,0.9999999
176.96947906250244,194.78701043367275,183.45439721544088,0,184.26021391973507,0.9999999
190.20930525875374,180.13767005197462,180.41724662308013,0,184.25019710601794,0.9999998
185.1191656810609,177.87483435031055,189.39149149044403,0,184.22756402465075,0.9999998
194.46875197178505,176.3999650169019,178.14907989367998,0,184.1522142618886,0.9999995
191.300342044541,176.92330228437038,181.75523430358342,0,184.12369779420254,0.99999964
186.7835563786614,178.71623143859642,185.73924436143128,0,184.05006529147286,0.9999997
184.90953590775828,181.16564939802376,185.77189057933768,0,184.04507635631174,0.99999976
191.0108582402308,190.38392594238,168.35959133307657,0,184.02739847872928,0.9999997
185.0529106313564,184.8354682035754,181.82086720950144,0,184.0180648764656,0.99999976
192.44763415745726,189.0191358136166,167.73898141304704,0,184.006488830982,0.99999964
179.83337749899084,178.24848233006213,195.20654537326826,0,183.96985931059544,0.9999996
184.54943150353944,192.9277876038527,174.02601148742937,0,183.90591232880038,0.99999976
174.22760119505477,194.0662644942053,186.22385859264165,0,183.778077404076,0.99999946
186.35189182921667,190.2848397773433,173.77759905428027,0,183.75948838117372,0.99999964
175.08352620881337,192.13548017389408,186.77220918725368,0,183.70571729186966,0.9999994
180.80842866592133,186.77973989648547,184.45719760012125,0,183.69445271535056,0.9999996
196.48830145814244,172.2630033818023,178.03030980107724,0,183.68331453812084,0.99999714
193.64027148897065,171.39730472953406,182.53448649415927,0,183.63564596269626,0.99999785
198.52331607634477,165.26138692699976,182.15762181649322,0,183.6350290535858,0.99999446
178.817464123955,174.07917222454844,199.5812667314744,0,183.62511733638883,0.99999857
180.19479211116249,177.59343188953386,194.15688547726344,0,183.60301205450418,0.99999887
198.40190710894274,168.0312659624377,179.38459674196037,0,183.58552165489652,0.9999942
173.1532910006424,187.20660564209248,193.85760782728948,0,183.58058044107156,0.99999917
179.15176494007554,179.42008485353284,193.54706358598875,0,183.5508505078867,0.99999887
190.3437146317969,181.03137407989965,176.95663170906977,0,183.53388758940957,0.99999875
194.5492395311024,179.10096786861118,173.211122099418,0,183.5133228028497,0.99999726
179.80806094137895,173.86506629181153,197.867435038904,0,183.44297477576626,0.9999977
176.8663958244445,190.29678339701516,185.1051345383859,0,183.36713371039812,0.9999986
173.08470862285893,184.375977931603,196.0316688169103,0,183.35617747369756,0.99999857
178.16476433037786,192.92350055385427,180.67985347234193,0,183.34691194001002,0.9999985
175.99609442727368,198.15452089517493,178.22775367563347,0,183.31312014215197,0.99999774
187.40726447072544,192.06613534853426,168.82549216675392,0,183.23039404287664,0.99999815
193.7079398086516,172.42085038111887,179.95151438345619,0,183.19488535283315,0.99999315
176.5958232081992,195.07375170830514,180.0690045373538,0,183.18115615697735,0.99999714
183.90391254210294,175.7619739504737,189.52763049246283,0,183.14844634972215,0.99999547
177.7111656239911,192.0006228790123,181.44978553210586,0,183.11958877293188,0.99999714
180.60782777518074,191.90121356239314,177.46198007128416,0,183.0520892001755,0.9999969
179.56940266542702,186.5925458444213,184.04612596010026,0,183.01936260752728,0.9999966
182.78200116531883,187.26340945936767,179.04727608290756,0,183.0060061288101,0.99999636
175.55888939680642,186.1147757323364,189.75319995358444,0,182.9839484644988,0.99999577
182.38772461859654,180.12041873817722,186.51593724612164,0,182.94599664272826,0.9999945
190.50535075565764,184.31331431377566,171.34086592275688,0,182.89839437322283,0.99999267
185.7256187400602,189.9222118275312,172.08199437498305,0,182.89150935677839,0.9999945
184.24794921169394,183.03841261324507,180.88237753567745,0,182.8754167293543,0.9999936
190.8417572729276,180.322114717694,174.75138628616085,0,182.85875321032748,0.9999911
198.3663278865471,176.45787841570004,168.55130012514138,0,182.84928471687127,0.99996495
196.53578535340745,159.5880984642389,187.81438789088023,0,182.8350600478987,0.99994713
185.6885988030201,187.06383514635442,174.79356474700717,0,182.8326594892165,0.99999297
180.24638031301149,178.5662375308026,190.54688277167938,0,182.83248821594918,0.9999918
185.06174376261404,179.41977076242893,183.15455212274117,0,182.79699437059665,0.9999905
189.53326090900393,182.1248614321554,174.36343750640592,0,182.75979404516997,0.99998903
182.87050129259995,189.2644163391705,176.05560555681072,0,182.74420708583435,0.99999166
192.04445611740135,196.0524106340019,156.70951396441788,0,182.64635982648647,0.9999693
190.72249078310332,174.4842239236503,179.96275408157817,0,182.62308971480988,0.99997365
195.19387213280305,184.8345324779607,163.6027236281198,0,182.60872568494537,0.9999571
194.35168442297098,174.7255240711226,174.7562421160867,0,182.58520362535117,0.999963
182.50869065348735,172.92717987158443,192.2546848381033,0,182.55803567430124,0.9999724
185.57739450791448,182.43544684434463,178.62313217374958,0,182.54853150859404,0.9999802
187.42944748327346,180.3662240391441,178.15493210969944,0,182.52812583796245,0.9999768
199.1468086534733,151.03022304976736,191.81323536156637,0,182.51176098478945,0.9997336
190.82055107462142,189.61457708176158,164.16348506314017,0,182.46163907331908,0.99996245
186.2637212483778,184.56815894154735,175.23918333543864,0,182.44769118244693,0.9999731
180.44361876586095,177.99932665565112,189.44412958316036,0,182.4104843779878,0.9999699
182.9274974844715,174.8346361865721,189.2637419921505,0,182.4005124474054,0.9999624
182.11519657558253,191.00436320177806,174.11412990251185,0,182.38162656151997,0.9999737
173.4897575583343,189.1292522570367,187.18367151076774,0,182.28978015367505,0.9999616
173.221973334575,189.75401229867472,186.82016763477944,0,182.26104331386625,0.9999568
188.6630223638239,183.98282981325312,171.9308580628297,0,182.23931530835443,0.99994224
187.22522484107498,183.2724984241502,174.53111316018405,0,182.23117341173025,0.999942
187.29256247899016,165.9139741353784,191.5818872335577,0,182.16578340227687,0.9998393
189.68587122437037,178.5033838533772,175.7265594545706,0,182.14333148213248,0.9999086
183.35679723387364,177.07239821708788,185.51727719383072,0,182.11962151682502,0.9999137
189.42120113365115,181.77842478221515,172.67991962629878,0,182.10598377601465,0.9999041
182.3413671092441,164.72466309792262,199.17179399503925,0,182.1054839715862,0.9998215
198.5265392899117,171.18477920425758,171.11204669327827,0,182.09966348522545,0.9996824
186.58772513204312,173.78405201872874,184.3362767789563,0,182.07118869212275,0.999882
174.8397131661947,190.4867755014825,183.15971690856415,0,182.02983298949187,0.99990225
185.0019758970095,168.1097508058076,191.9542507623129,0,182.01999082923996,0.999809
183.6158315315322,177.61166589688338,184.19077680374997,0,181.98706542280286,0.9998667
173.67410451609294,185.72239897130376,189.3103398648851,0,181.97946345729383,0.9998755
188.22095010028926,178.92667321211488,176.66299287175508,0,181.9652798652767,0.9998429
185.77782549077943,196.8860452759828,161.7902068506139,0,181.9140058342908,0.9998488
169.7799362404535,191.86526816596975,188.11481371395877,0,181.90599906015996,0.99978083
177.7494598980151,191.7081829340751,177.5560855652416,0,181.87906450900104,0.99984515
183.44679453869742,187.6994181392567,173.95549205274727,0,181.87519087308013,0.99983716
180.25223497686108,183.61354570341953,182.25996886812516,0,181.86294836220782,0.9998376
173.04571565411578,191.20319904176557,184.13003997149602,0,181.8182579656248,0.9997656
178.85439095599037,171.65110856830933,195.90652234424994,0,181.80904565616393,0.99974024
190.75812477204454,180.5907719246386,170.85189443345163,0,181.73604981624487,0.99965364
175.0825986485388,187.88804138746315,184.39719190993614,0,181.7186094486353,0.9996822
180.5466915374348,169.59791872118703,195.30281765186285,0,181.68889752688887,0.9996102
194.6081836884041,193.55657875819298,152.5636316000684,0,181.67933658284005,0.99881244
180.9969998580578,183.16878032662686,181.07678062551545,0,181.67246822886582,0.9996599
187.9240377857713,173.27470991175534,181.7108053268974,0,181.66526968590435,0.9995266
185.47337306913025,182.83186794306826,175.2439907236744,0,181.6121068276749,0.99955
173.26512165938317,175.3228967969207,198.9941368551388,0,181.60115875937112,0.9994591
186.43190334538104,174.2597139215859,182.46962945333655,0,181.59156435062914,0.9994307
168.5457641077662,184.38400062856542,196.18917044196309,0,181.59025696426502,0.99932975
182.06069881377405,175.71591240165395,186.74124049270065,0,181.561425393816,0.9994556
176.35099022692523,171.86645000208048,198.1115110505994,0,181.53378440657406,0.999334
187.23063957525645,183.00444462367204,172.45583894777042,0,181.5303409015353,0.9993694
171.70144010271525,179.90769174397968,196.20748565989285,0,181.51512926224785,0.99920654
172.09725862802026,196.408524113721,179.15121316554695,0,181.5068246349885,0.99901104
194.48190130744757,174.7258810947237,170.90995454053228,0,181.48351121355583,0.9989012
182.38703470400037,173.82597473328605,187.76336726888943,0,181.43161648225276,0.99912256
180.31352427151617,169.9259671769394,194.3896708426132,0,181.42010111447226,0.99906355
184.41318172491538,170.69504255549995,188.14675300797805,0,181.41781135900953,0.9989666
174.57526961704554,180.97665911651103,190.91882895408327,0,181.3987542679965,0.9988957
189.80769790914837,175.70355300396724,175.86933775687496,0,181.39494639191201,0.99884397
174.06221397088999,185.58011064306604,186.95614328661838,0,181.38576176726133,0.99882245
176.2437010320502,182.9390584324623,186.68020239296106,0,181.38325866044707,0.9989043
173.73161766086056,194.43618907732488,178.47019693501704,0,181.3645628680468,0.99871963
179.2548435199812,180.3561869204056,185.1522564087871,0,181.3544704067503,0.99886906
185.38391399518548,179.38390275288953,177.8899977250497,0,181.33573574145595,0.9987095
178.36643093330517,187.8179074331798,178.79726975521177,0,181.33112552983957,0.9987201
196.19125453479833,171.9335728951653,170.8537679389378,0,181.31270406415027,0.99763376
182.14057782845506,194.4482582689724,167.037141196652,0,181.30185097106937,0.99845046
176.14624788950448,182.96140527806375,186.50044070139873,0,181.29705294964052,0.9984731
182.62814869636074,169.33028089479663,191.4703914085304,0,181.2914611695424,0.99845904
173.12639486128055,183.4508527838114,189.9570534242252,0,181.2729298069232,0.99811983
177.72836183856427,188.41883809625676,178.81661813069633,0,181.26198160351163,0.9983314
185.9652068860527,191.02250789456005,165.1874898658604,0,181.2490820825472,0.99805796
192.45941569058547,168.8081129849607,178.72043126203744,0,181.24232955033364,0.99763256
189.6091828350947,179.01220835207627,172.30377246800876,0,181.23846738006338,0.99803555
194.26470902575176,178.05956995027267,166.92608039202395,0,181.2015787129897,0.99704933
185.09388744707914,179.0468844844577,178.15692031984653,0,181.19869642012293,0.9978139
187.1302166244328,162.8712077067905,191.5671263816208,0,181.1835868762965,0.9969115
182.52142343988015,175.50317251379317,185.03438730429343,0,181.16983732137805,0.9976677
182.32148550427536,177.36284065499828,183.42811609591925,0,181.1658812269854,0.9976115
175.42242649061274,195.16843815512505,174.6901174193695,0,181.12653726859347,0.9970371
195.74055708145028,167.89001639749534,174.85587934680404,0,181.11999155586992,0.99606466
197.7000226332154,175.38654432706585,164.7308961583585,0,181.11524119891348,0.99356633
178.9267005886583,179.4908492656306,185.60365674001852,0,181.09903203715805,0.99697703
184.9711764919221,176.8585249549797,180.13404282926965,0,181.08624093204367,0.9966646
177.7643486607176,188.85847635694992,177.71284593429604,0,181.07713615166082,0.99657196
183.63461124712546,165.8692840940141,192.8347961782482,0,181.06506858052887,0.99640995
179.89655722635706,177.7073100765362,185.88610811437417,0,181.03664834781594,0.9961497
174.1484682553587,191.66464141534667,179.53707666379566,0,181.01990272588617,0.9953164
187.26694250102145,161.35359537597196,192.25085214197452,0,180.98811125579252,0.99403024
180.5636834016285,186.1772931576098,176.30045992878604,0,180.96879928657015,0.99471
194.3957696779989,167.94783028533658,176.0405510594194,0,180.95482227462637,0.9934606
181.4783059129934,193.18083085888983,167.89773072194177,0,180.91489083944685,0.99315566
184.06156016278536,185.09330531870472,172.51193072991282,0,180.9061948796994,0.9930521
187.1695545218178,179.0443486672431,174.1914888045922,0,180.83857305027772,0.99099475
185.6530734964608,173.91588523694287,181.31100815678383,0,180.82929741670233,0.9910759
188.80942395670039,187.10665845631507,163.85400569482968,0,180.81196882802357,0.98937887
173.33824119357604,194.60874485226938,176.92651461321984,0,180.7958743170772,0.9887614
176.10077529144027,182.00763493394828,185.75114079239668,0,180.76794283447958,0.98861325
194.54415309994957,173.08100327955773,169.91192193996775,0,180.71553880583747,0.98490757
172.80086039040629,189.4330978774206,182.5478970822791,0,180.71464264407243,0.98434186
173.83192588408767,190.04699260495047,180.38908641439423,0,180.66359405943848,0.98178464
199.10337114666555,167.32458338909524,169.4022456020873,0,180.659397156021,0.9721019
180.04419234525506,190.0137127544863,172.08546506788804,0,180.64743028481433,0.98148376
176.54641067025966,172.63435700802808,194.06004034930612,0,180.6268834753041,0.98079556
172.3355251234797,191.51544209627104,180.49966088671425,0,180.53874094428747,0.9693773
189.82464029380728,187.6790555235948,160.96474481221608,0,180.52299621826617,0.96699417
194.79904679769288,172.24286223324398,169.73887637142604,0,180.51414030047818,0.96761495
187.86931279847738,181.94120593529183,169.1795888103792,0,180.48396354309227,0.96435523
184.95889213430334,194.39363200225682,160.5902862898271,0,180.47873234134653,0.9622192
171.14903647772218,184.12798454322686,189.21425150641988,0,180.4622854059829,0.9572781
176.93192270437086,167.2170529637205,198.37953142941808,0,180.45174439968991,0.96355283
171.9008473254182,184.9979313154578,187.30583760979027,0,180.4514696077417,0.9568217
190.03074834730566,175.7737996989951,172.32808430592746,0,180.442864540399,0.95891845
166.8455617268886,181.81172360962483,197.15846056704865,0,180.42927994375748,0.9434365
171.4924840794,183.8218344054703,188.8012383309976,0,180.38391545270036,0.9439435
199.80092310020652,163.00945416759183,171.79779175734575,0,180.36254301756387,0.9295338
175.75569323341708,167.14306755209915,199.67191197394138,0,180.34677115117898,0.94422483
171.39879771509632,180.96124337034158,191.63784784610306,0,180.33924645097193,0.9338065
182.79497272876978,171.81541834298176,185.58176834075653,0,180.3371450966294,0.9446995
175.81237502006772,194.93691288391938,171.74190454533957,0,180.32859523680474,0.9397504
165.4144225938199,188.09850493730784,192.35256838016286,0,180.30109103276916,0.9069639
185.93175183054916,177.70415288115043,175.28947891665328,0,180.27079027156077,0.92507285
185.7955621692623,189.3413942396014,163.78635630052221,0,180.25655002974202,0.9163083
177.60366231433883,188.1771038512874,175.78306001301323,0,180.22951408502573,0.91538894
182.79840227877193,176.29971566369434,180.71324458455697,0,180.22324898598418,0.91447717
183.09484735761308,168.46256537684692,187.99813012654536,0,180.17614759406294,0.9027209
195.8326317949058,179.97372433675534,159.5026961415625,0,180.17597886145768,0.82298344
167.49582268529045,192.24135085866345,185.0073964349888,0,180.17295326221185,0.86693186
187.97675778327016,174.77502901621716,175.1561070050716,0,180.1700439196947,0.8925037
166.1959063919815,185.87979988955703,192.9889979144211,0,180.13900189798602,0.8438659
163.26787018586438,188.58136554846007,194.1890435273316,0,180.13827079708324,0.8283441
177.44477234452222,185.30029191101505,178.5282942774629,0,180.12648479435228,0.8806523
181.1702035714839,173.18745903682236,185.54079810088544,0,180.0865585699059,0.86678904
182.6727568821916,193.89151821813894,162.82210563023364,0,180.0831899073884,0.84891284
194.09032251002472,175.7361057904497,165.68399984929843,0,180.06216069593432,0.8334108
183.5504138444237,171.8275972957392,183.62169130791386,0,180.0549521188654,0.84973335
190.03701624440518,177.25059937022,169.46123921850483,0,180.02835807437953,0.8219567
168.3677488620594,183.55644293740826,192.00900235822547,0,180.0167331335139,0.786337
176.53984497954767,185.6735425867709,178.9792861046642,0,180.0117865992496,0.8263497
186.8669229492057,183.463574019609,167.36505326451837,0,179.9953573649205,0.8021014
177.47108907112585,171.45282977242715,191.87768678176855,0,179.98759059470905,0.8222333
176.1503528447101,173.23341154753882,191.8367498522838,0,179.98118955783082,0.8112132
178.23774163374856,183.4307175831907,178.85133183169367,0,179.97971147796474,0.8069069
170.984123611626,187.4313373011525,184.48868372417348,0,179.96965575224817,0.77369964
175.4351842710102,189.99505718779352,175.9296390185617,0,179.95148257031065,0.78793615
189.4722892973407,179.17562423559184,167.92965695957406,0,179.92050007748605,0.7512319
198.65299431189067,174.31088855888117,160.55049611247293,0,179.91961312616252,0.60551435
179.54295771388843,170.58842416227816,189.71148852362847,0,179.90715689132736,0.769787
184.24022899195316,175.25284528394693,178.7737979807639,0,179.90408457619452,0.75379795
167.9632426773621,197.56346787546389,178.142766568568,0,179.8971674041544,0.6999672
173.73669063886592,186.060491027512,181.91169241734107,0,179.88633128900227,0.73438984
197.0378774130949,175.51865172459318,161.379781320761,0,179.88468087884422,0.6177227
167.77989996834665,182.12788299379176,193.69144713780335,0,179.85775902681718,0.662128
173.0659648494005,180.62523084475595,188.10256515925175,0,179.8447247409625,0.6956014
193.4427973161547,165.44841106245244,176.01268560969058,0,179.8154479281048,0.6754051
188.8234383442194,175.4546958637334,172.16379659459557,0,179.81492307518644,0.6731798
174.29325982802047,183.01695181709817,183.9634888640566,0,179.81143613555463,0.6791389
171.5186725133558,194.09647485421434,176.5610547684921,0,179.80472789215423,0.6522421
171.40717624712448,196.0784929032119,174.66685083110661,0,179.78647361914534,0.6358075
185.15629062501213,180.22167555062205,172.11853477211744,0,179.7645793468267,0.63145256
177.38070116359998,175.5990302384637,187.08995614844537,0,179.75897638151272,0.65138954
178.11356619775162,175.56313609846902,186.14352121139612,0,179.75742367206018,0.64829916
177.35074588200973,181.17798507199447,181.54180776237612,0,179.75623620311507,0.6417748
169.68291731371323,193.37803925571805,179.5582534172271,0,179.75405472736884,0.5899658
184.54424216298048,169.4106970523762,183.7030323741026,0,179.75181569313582,0.6357072
176.28711731620862,183.5023285314874,180.61995711005588,0,179.75153261894644,0.6371011
182.79513552655135,181.4557541655239,173.88919421613977,0,179.72153872511964,0.5960407
176.74312052493207,173.43108355979462,189.95520271077717,0,179.71313409114435,0.61292136
163.28952896873753,198.11985035430834,183.1945767365244,0,179.71013971474483,0.4757211
184.15222853997884,176.4964361977215,176.96602936891514,0,179.69963108598253,0.5787531
188.07746873012616,156.95533746564504,191.2601949359986,0,179.69564721254355,0.59190124
183.79018708076214,170.31884530276687,183.56744998828958,0,179.68196341962178,0.5714846
181.3870049676179,170.86030372809972,186.17737864206478,0,179.6661066980965,0.5618232
168.43245676813248,186.77989739036835,187.51463324120922,0,179.66134189672627,0.48868427
194.24111108839438,179.8219337074802,160.0296193441887,0,179.65191035085843,0.4463185
178.51613597102767,173.74470133868803,187.06213899763557,0,179.64850648930815,0.5483618
191.5308944287101,171.3057958124139,172.13255974085166,0,179.6438644374637,0.51307005
170.11833418873758,178.90573492176242,193.0354066195616,0,179.62967613789226,0.47270918
181.78090595148757,190.46888652211715,165.81362865130674,0,179.59711693262219,0.46618572
187.23180257017748,176.3293430039996,172.64850291945618,0,179.58607480510773,0.46117914
182.82720625095635,179.96301752005448,174.7572229568376,0,179.54695464345016,0.42999926
177.53336135772895,198.79842805749772,162.81771218483541,0,179.4981866157915,0.37221864
182.36586157932516,170.17858739888612,184.97542219390647,0,179.49254750956783,0.3934294
177.4615081912483,186.43067801858518,175.24504772186148,0,179.48732099863332,0.378986
174.46867417102973,174.46950911521313,191.19511059434294,0,179.48685558127872,0.37995434
194.77355734952235,150.39881817571344,188.17124973882437,0,179.4804433141703,0.3778606
172.92746071197618,184.46362307192035,183.1243727482937,0,179.44738303085467,0.33428177
166.9458683182262,181.86820082532537,193.60179045353925,0,179.41934471094984,0.26297754
166.72112225342693,182.32996038222993,193.43263241356786,0,179.4172267401101,0.2598353
179.64632588328882,190.31283551013334,168.1518604056874,0,179.39793912806175,0.29179883
186.7606709186843,189.99163506414553,158.94273367289264,0,179.38457898858513,0.26658762
164.33654045716153,191.17209425435908,187.58919913343706,0,179.36300419920346,0.20814376
167.57514478604108,191.78756318565826,182.64621829363887,0,179.36019235820555,0.22783078
188.5009804892803,167.2106116770418,179.29465313883642,0,179.35197164047557,0.26354468
165.32457148927742,193.93329852719867,183.3303005345422,0,179.30890831423324,0.18228649
170.0256961973851,187.9349088519392,182.94407021638804,0,179.2739721994522,0.18871202
167.68211925299505,175.49469010233764,198.43718521316836,0,179.2524102958498,0.16175878
175.80279325066329,164.4551625866757,198.63331645444129,0,179.2476610126004,0.20414221
196.47801098657723,172.8365696807237,162.62208502571798,0,179.22880080656338,0.14210188
186.30035133135036,168.87441783852202,180.1479424241412,0,179.2268486113391,0.18235661
165.19630860579753,188.4753619147902,188.67091632133145,0,179.2224069131555,0.1368644
170.20980028268932,177.93368021912715,192.4740759004975,0,179.20624694896313,0.15181875
177.5810588317834,179.25597392629882,181.30183860703795,0,179.1997672927144,0.17183548
178.25802615600057,173.6703450822971,185.97521346967673,0,179.19687802799237,0.17374803
184.79506472122105,173.82235697773004,176.940053308296,0,179.14674897429623,0.13892762
158.6843550247218,193.4973831525075,192.07881078494668,0,179.14660019112497,0.08490999
172.3781636521755,188.16556016928698,179.09757231919448,0,179.13020520741463,0.12844323
187.21285288934052,154.04036186544843,193.40561863084952,0,179.11893530462558,0.13641097
178.81301025819405,169.1244010346449,189.5054710760553,0,179.11416573648768,0.134588
175.47177850309149,179.33592806514363,183.73498627477355,0,179.10998570321175,0.13010684
167.55994105415076,179.99198323133328,193.5722518882386,0,179.09324695753187,0.09521966
168.5634706999585,179.8775782318825,192.33617983217343,0,179.08951569920015,0.097357534
184.72112713188963,156.15072926045357,194.4818910817448,0,179.07823695541538,0.12032276
173.1721071261616,182.30246845886046,183.69213619853684,0,179.06722424768384,0.10616794
170.68066130735275,186.4760590852789,182.7976638751354,0,179.05438141106538,0.09351658
191.67973504239015,172.47084573201647,168.79352298819344,0,179.05120463301904,0.09441248
